"","appid","name","release_date","english","developer","publisher","platforms","required_age","categories","genres","steamspy_tags","achievements","positive_ratings","negative_ratings","average_playtime","median_playtime","owners","price"
"29291",620240,"Outrunner","2017/4/12",1,"Outcorp","Chess no choke games","windows;linux",0,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud","Action;Adventure;Casual;Indie","Indie;Action;Adventure",100,283,55,289,312,"50000-100000",0.79
"2935",620530,"Mirt. Tales of the Cold Land. Chapter one","2017/5/29",1,"Emanon Studios","Chess no choke games","windows;mac;linux",0,"Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud","Adventure;Casual;Free to Play;Indie","Visual Novel;Indie;Adventure",8,172,28,335,334,"20000-50000",0.79
"2938",620590,"Ancestors Legacy","2018/5/22",1,"Destructive Creations","1C Entertainment","windows",18,"Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud","Strategy","Strategy;RTS;Medieval",50,1962,674,519,700,"50000-100000",27.79
"2950",620980,"Beat Saber","2018/5/1",1,"Beat Games","Beat Games","windows",0,"Single-player;Steam Leaderboards","Indie;Early Access","Early Access;VR;Rhythm",0,11083,797,1204,1349,"200000-500000",15.49
"2954",621060,"PC Building Simulator","2019/1/29",1,"Claudiu Kiss;The Irregular Corporation","The Irregular Corporation","windows",0,"Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud","Indie;Simulation","Simulation;Building;Indie",53,6563,775,2021,3387,"200000-500000",14.99
"2958",621150,"False Shelter","2017/4/19",1,"Amaterasu Software","Amaterasu Software","windows",0,"Single-player;Steam Trading Cards","RPG","RPG;RPGMaker",0,13,8,236,227,"20000-50000",0.79
"2962",621530,"One Star","2017/4/17",1,"Spectrum Games","Dagestan Technology","windows",0,"Single-player;Steam Trading Cards","Action;Indie;RPG","Action;Indie;RPG",0,24,49,253,284,"50000-100000",3.19
"2998",622650,"Bendy and the Ink Machine?","2017/4/27",1,"Joey Drew Studios Inc.","Joey Drew Studios Inc.","windows;mac;linux",0,"Single-player;Steam Achievements;Full controller support","Action;Indie","Horror;First-Person;Singleplayer",60,9901,1398,38,43,"500000-1000000",15.49
"30041",622820,"HALUNAZI","2018/3/1",1,"HALUNAZI GAMES","HALUNAZI GAMES","windows",0,"Single-player;Steam Trading Cards;Captions available;Partial Controller Support","Action;Casual;Indie","Action;Indie;Casual",0,8,7,287,294,"20000-50000",0.79
"3030",623580,"POBEDA","2017/5/9",1,"RCG;MyST","RCG","windows;mac",0,"Single-player;Steam Trading Cards","Action;Casual;Indie","Indie;Casual;Action",0,36,31,276,293,"50000-100000",0.79
"3046",624090,"Football Manager 2018","2017/11/9",1,"Sports Interactive","SEGA","windows;mac;linux",0,"Single-player;Multi-player;Steam Achievements;Steam Workshop;Steam Cloud;Steam Leaderboards","Simulation;Sports","Sports;Simulation;Management",77,4399,2466,19379,23360,"1000000-2000000",37.99
"3077",625430,"Doodle God Blitz","2017/9/1",1,"JoyBits Ltd.","JoyBits Ltd.","windows;mac;linux",0,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;In-App Purchases;Steam Cloud","Casual;Free to Play;Indie;Simulation","Free to Play;Casual;Simulation",24,341,178,49,91,"100000-200000",0
"3097",625950,"Pic Guesser","2017/5/12",1,"ArteG","Lestyo","windows",0,"Single-player;Steam Trading Cards","Casual","Casual",0,6,14,190,208,"20000-50000",0.79
"3118",626690,"Sword Art Online: Fatal Bullet","2018/2/23",1,"DIMPS","BANDAI NAMCO Entertainment","windows",0,"Single-player;Online Multi-Player;Steam Achievements;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards","Action;RPG","Anime;RPG;Character Customization",63,5654,2082,1413,1779,"200000-500000",34.99
"3124",627270,"Injustice? 2","2017/11/30",1,"NetherRealm Studios;QLOC","WB Games","windows",0,"Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Steam Achievements;Full controller support;Steam Trading Cards;In-App Purchases;Steam Cloud","Action","Fighting;Action;Superhero",74,3673,938,103,163,"200000-500000",39.99
"3133",627690,"Idle Champions of the Forgotten Realms","2017/9/7",1,"Codename Entertainment Inc.","Codename Entertainment Inc.","windows;mac",0,"Single-player;Steam Achievements;Steam Trading Cards;In-App Purchases","Action;Adventure;Free to Play;Indie;Strategy;Early Access","Early Access;Clicker;Free to Play",129,2884,675,8508,3648,"500000-1000000",0
"3137",627950,"1914: Prelude to Chaos","2017/5/8",1,"Amaterasu Software","Amaterasu Software","windows",0,"Single-player;Steam Trading Cards","RPG","RPG;RPGMaker",0,26,37,248,278,"200000-500000",0.79
"31561",628340,"1 vs 1 : Global Operations","2017/5/3",1,"Blaiz Entertainment","Blaiz Entertainment","windows",0,"Single-player;Steam Trading Cards","Action;Indie;Strategy","Strategy;Action;Indie",0,31,32,257,272,"50000-100000",3.19
"3157",628400,"Robot Shield","2017/7/10",1,"Evradan","Dagestan Technology","windows",0,"Single-player;Steam Trading Cards","Action;Indie","Action;Indie",0,7,14,313,316,"20000-50000",3.19
"3161",628520,"Rozkol","2017/5/10",1,"Nuostak","LEVER Software;Enjoy Games","windows",0,"Single-player;Steam Trading Cards","Action;Adventure;Indie;Simulation","Indie;Action;Adventure",0,22,25,285,292,"20000-50000",3.19
"3172",628750,"aMAZE 2","2017/4/21",1,"Blender Games","Blender Games","windows",0,"Single-player;Steam Achievements;Steam Trading Cards","Casual;Indie","Casual;Indie;Puzzle",10,316,63,255,289,"100000-200000",0.79
"3177",628840,"Fighter of Evil","2017/5/3",1,"SharkGame","Rhino Games","windows",0,"Single-player;Steam Achievements;Steam Trading Cards","Action;Indie","Action;Indie",6,30,33,412,455,"50000-100000",1.59
"3194",629380,"Cosmic Pioneer","2017/6/7",1,"Amaterasu Software","Amaterasu Software","windows",0,"Single-player;Steam Trading Cards","Casual;Indie;Simulation","Indie;Casual;Simulation",0,11,14,294,316,"200000-500000",0.99
"3199",629440,"Graze Counter","2017/7/28",1,"Bikkuri Software","Henteko Doujin","windows",0,"Single-player;Steam Trading Cards;Partial Controller Support;Steam Cloud","Action;Casual","Action;Casual;Shoot 'Em Up",0,108,3,324,372,"0-20000",6.99
"3220",630100,"SoulWorker - Anime Action MMO","2018/2/26",1,"Lion Games Co., Ltd.","Gameforge 4D GmbH","windows",0,"Multi-player;Online Multi-Player;MMO;Online Co-op;Steam Trading Cards;In-App Purchases;Partial Controller Support","Action;Free to Play;Massively Multiplayer;RPG","Anime;Free to Play;MMORPG",0,5953,1904,1492,196,"1000000-2000000",0
"3238",631010,"Crimson Earth 2","2017/11/9",1,"EHTechnology","EHTechnology;Dagestan Technology","windows",0,"Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Stats;Steam Leaderboards","Violent;Gore;Action;Adventure;Indie","Action;Gore;Violent",53,81,66,341,348,"100000-200000",0.79
"3246",631510,"Devil May Cry HD Collection","2018/3/13",1,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.","windows",16,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards","Action","Action;Hack and Slash;Character Action Game",99,1217,211,125,146,"50000-100000",24.99
"3247",631530,"Fight or Die 2","2017/6/8",1,"Vyacheslav Shilikhin","Vyacheslav Shilikhin","windows",0,"Single-player;Steam Trading Cards","Action;Adventure;Indie;RPG","Action;Adventure;Indie",0,25,22,433,438,"20000-50000",3.19
"3274",632360,"Risk of Rain 2","2019/3/28",1,"Hopoo Games","Gearbox Publishing","windows",0,"Single-player;Online Multi-Player;Online Co-op;Full controller support;Steam Cloud;Steam Leaderboards","Action;Indie;Early Access","Early Access;Rogue-like;Multiplayer",0,17902,975,1455,1323,"1000000-2000000",14.99
"3287",633130,"Nong¨¹nz","2017/5/19",1,"Brainwash Gang","Sindiecate Arts","windows;mac;linux",0,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud","Violent;Gore;Action;Indie","Action;Indie;Violent",26,233,149,129,147,"100000-200000",4.99
"3288",633230,"NARUTO TO BORUTO: SHINOBI STRIKER","2018/8/30",1,"Soleil Ltd.","BANDAI NAMCO Entertainment","windows",0,"Single-player;Online Multi-Player;Online Co-op;Steam Achievements;Partial Controller Support","Action","Action;Anime;Multiplayer",48,1937,1574,417,696,"50000-100000",39.99
"3291",633350,"WtBoy","2017/7/31",1,"VolkDab","VolkDab","windows",0,"Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support","Casual;Indie","Indie;Casual;Platformer",1,11,11,213,215,"20000-50000",0.79
"3296",633460,"Tannenberg","2017/11/16",1,"Blackmill Games;M2H","M2H","windows;mac;linux",0,"Multi-player;Online Multi-Player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud","Action;Indie;Strategy","World War I;Multiplayer;FPS",67,3019,607,94,143,"100000-200000",15.49
"33001",633880,"Lone Warrior","2017/9/16",1,"EHTechnology","EHTechnology","windows",0,"Single-player;Steam Trading Cards","Action;Adventure","Action;Adventure;Violent",0,41,49,288,312,"20000-50000",0.79
"3328",635320,"Last Day of June","2017/8/31",1,"Ovosonico","505 Games","windows",0,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards","Adventure;Indie","Adventure;Indie;Atmospheric",21,1752,257,116,175,"100000-200000",14.99
"3336",635730,"Dragonia","2017/5/29",1,"Blue Studio","Paradise Project","windows;mac",0,"Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud","Action;RPG","Sexual Content;Nudity;Anime",46,4562,702,135,200,"200000-500000",1.59
"33401",635880,"Chicken Labyrinth Puzzles","2018/3/26",1,"ZemunBRE","ZemunBRE","windows",0,"Single-player;Steam Trading Cards","Casual;Indie","Casual;Indie",0,86,45,209,210,"100000-200000",0.79
"33481",636040,"Pixel Worlds: MMO Sandbox","2017/6/8",1,"Kukouri Mobile Entertainment","Kukouri Mobile Entertainment","windows;mac",0,"Online Multi-Player;MMO;Cross-Platform Multiplayer;Steam Trading Cards;In-App Purchases","Adventure;Free to Play;Indie;Massively Multiplayer","Free to Play;Adventure;Sandbox",0,1043,674,232,136,"200000-500000",0
"3352",636150,"Cyberhunt","2017/5/19",1,"NukGames","NukGames","windows",0,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards","Action;Adventure;Casual;Indie","Indie;Casual;Action",500,322,70,282,317,"200000-500000",0.79
"3359",636370,"The Sun Never Sets","2017/6/6",1,"Cipher Hive","Cipher Hive","windows",0,"Single-player;Steam Trading Cards","RPG","RPG;RPGMaker",0,11,3,301,325,"20000-50000",4
"3366",636480,"Ravenfield","2017/5/18",1,"SteelRaven7","SteelRaven7","windows;mac;linux",0,"Single-player;Steam Workshop;Partial Controller Support;Includes level editor","Action;Indie;Early Access","Early Access;FPS;War",0,9119,569,2095,2773,"200000-500000",10.99
"3386",637090,"BATTLETECH","2018/4/24",1,"Harebrained Schemes","Paradox Interactive","windows;mac;linux",0,"Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Cloud","Action;Adventure;Strategy","Strategy;Mechs;Turn-Based",128,8238,2953,1641,1653,"500000-1000000",34.99
"3392",637650,"FINAL FANTASY XV WINDOWS EDITION","2018/3/6",1,"Square Enix","Square Enix","windows",16,"Single-player;Multi-player;Online Multi-Player;Online Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud","RPG","RPG;Open World;JRPG",97,13789,4046,851,701,"500000-1000000",34.99
"3404",638070,"Murderous Pursuits","2018/4/26",1,"Blazing Griffin","Blazing Griffin","windows",0,"Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Stats;Steam Leaderboards","Action;Indie;Simulation;Strategy","Action;Simulation;Indie",145,1344,856,274,303,"500000-1000000",7.99
"3405",638110,"Desert Bus VR","2017/11/27",1,"Dinosaur Games","Gearbox Software, LLC","windows",0,"Single-player;Multi-player;Online Multi-Player;Steam Achievements;Partial Controller Support","Casual;Free to Play;Simulation","Free to Play;Psychological Horror;Simulation",15,433,60,11,14,"100000-200000",0
"3413",638690,"Pixel Russia Streets","2017/9/10",1,"SharkJaws, Blue Whale Games","Blue Whale Games","windows",0,"Single-player;Steam Trading Cards","Action;Adventure;Indie","Action;Indie;Adventure",0,12,14,285,295,"0-20000",4.99
"3420",638970,"Yakuza 0","2018/8/1",1,"SEGA","SEGA","windows",18,"Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards","Action;Adventure;RPG","Action;Story Rich;Beat 'em up",55,9023,1343,1255,1586,"200000-500000",14.99
"3440",639790,"DEEP SPACE WAIFU","2017/5/31",1,"Neko Climax Studios","Neko Climax Studios","windows",18,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards","Action;Casual;Indie","Sexual Content;Nudity;Anime",69,7222,252,167,192,"200000-500000",1.59
"3454",640380,"UBERMOSH Vol.5","2017/5/25",1,"Walter Machado","Walter Machado","windows;linux",0,"Single-player;Steam Achievements;Full controller support","Action;Indie","Action;Indie;Great Soundtrack",22,204,9,21,32,"20000-50000",0.79
"3461",640820,"Pathfinder: Kingmaker","2018/9/25",1,"Owlcat Games","Deep Silver","windows;mac;linux",0,"Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud","RPG","RPG;Fantasy;Singleplayer",67,6063,2426,1642,1751,"200000-500000",34.99
"3477",641990,"The Escapists 2","2017/8/21",1,"Team17 Digital Ltd;Mouldy Toof Studios","Team17 Digital Ltd","windows;mac;linux",0,"Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards","Indie;Simulation;Strategy","Strategy;Multiplayer;Pixel Graphics",58,5085,1167,674,950,"500000-1000000",19.99
"3500",643270,"OLDTV","2017/7/15",1,"Creability","Creability","windows;mac",0,"Single-player;Steam Achievements","Free to Play;Indie","Free to Play;Great Soundtrack;Indie",48,4293,219,25,10,"200000-500000",0
"3519",644100,"RUN ROOMS","2017/11/2",1,"IDALGAME","IDALGAME","windows",0,"Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards","Action;Adventure;Indie;Massively Multiplayer;Simulation","Indie;Action;Adventure",34,235,95,277,281,"20000-50000",1.49
"3535",644560,"Mirror","2018/4/19",1,"KAGAMI WORKs","Paradise Project","windows;mac",0,"Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud","Adventure;Indie;RPG","Sexual Content;Nudity;Mature",114,21474,702,281,291,"500000-1000000",1.69
"3536",644570,"Material Girl","2017/6/20",1,"Dieselmine","Paradise Project","windows",0,"Single-player;Steam Trading Cards;Steam Cloud","Adventure;Indie;RPG","Sexual Content;Nudity;Mature",0,6922,648,221,202,"200000-500000",1.59
"3547",644930,"They Are Billions","2017/12/12",1,"Numantian Games","Numantian Games","windows",0,"Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards","Strategy;Early Access","Early Access;Base-Building;Strategy",30,11377,1921,1712,1437,"500000-1000000",19.49
"3548",645090,"Zup! 5","2017/6/13",1,"Quiet River","Quiet River","windows",0,"Single-player;Steam Achievements;Steam Trading Cards","Casual;Indie","Casual;Indie;Puzzle",2130,1512,126,170,252,"50000-100000",0.79
"3551",645260,"Trophy Fishing 2","2017/7/13",1,"Overgroup","Overgroup","windows",0,"Online Multi-Player;Steam Achievements;In-App Purchases","Free to Play;Simulation;Sports","Free to Play;Fishing;Simulation",225,405,198,34,35,"200000-500000",0
"3566",645630,"Car Mechanic Simulator 2018","2017/7/28",1,"Red Dot Games","PlayWay S.A.","windows;mac",0,"Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud;Stats;Includes level editor","Racing;Simulation","Simulation;Building;Driving",60,9390,2752,724,698,"500000-1000000",14.99
"3582",646100,"Woodlands","2017/9/27",1,"Acuze Interactives;Winterbyte","Acuze Interactives","windows",0,"Single-player","Action;Adventure;Indie","Indie;Action;Adventure",0,71,176,10,12,"20000-50000",4.79
"36021",646570,"Slay the Spire","2019/1/23",1,"Mega Crit Games","Mega Crit Games","windows;mac;linux",0,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Steam Leaderboards","Indie;Strategy","Card Game;Turn-Based;Rogue-like",43,26166,998,3034,1857,"1000000-2000000",19.49
"36071",646910,"The Crew? 2","2018/6/28",1,"Ivory Tower","Ubisoft","windows",0,"Single-player;Online Multi-Player;MMO;Online Co-op;In-App Purchases;Partial Controller Support","Action;Massively Multiplayer;Racing","Racing;Open World;Driving",34,4030,3916,2029,1685,"200000-500000",49.99
"3636",648120,"Pixel Painter","2017/6/19",1,"Dio Alias Games","Dio Alias Games","windows",0,"Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Trading Cards;Stats","Casual;Indie","Casual;Indie",0,353,95,240,243,"100000-200000",0.79
"3640",648350,"Jurassic World Evolution","2018/6/11",1,"Frontier Developments","Frontier Developments","windows",0,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud","Simulation;Strategy","Building;Dinosaurs;Management",62,9824,4060,1201,1509,"500000-1000000",34.99
"3642",648390,"Marie's Room","2018/4/13",1,"like Charlie","like Charlie","windows",0,"Single-player;Steam Achievements","Adventure;Casual;Free to Play;Indie","Free to Play;Story Rich;Indie",7,3763,206,30,36,"200000-500000",0
"3643",648430,"Hand of the Gods","2018/2/20",1,"Hi-Rez Studios","Hi-Rez Studios","windows",0,"Single-player;Online Multi-Player;Steam Achievements;Steam Trading Cards;In-App Purchases","Free to Play;Strategy","Free to Play;Card Game;Strategy",43,738,537,378,473,"200000-500000",0
"36551",648800,"Raft","2018/5/23",1,"Redbeet Interactive","Axolot Games","windows",0,"Single-player;Online Multi-Player;Online Co-op;Steam Achievements;Steam Cloud","Adventure;Indie;Simulation;Early Access","Early Access;Survival;Multiplayer",47,11577,3177,826,748,"500000-1000000",14.99
